"2956","Itali Airlines","9X","ACL","ITALI","Italy"
"2957","Italy First",NULL,"IFS","RIVIERA","Italy"
"2958","Itek Air","GI","IKA","ITEK-AIR","Kyrgyzstan"
"2959","Ivoire Aero Services",NULL,"IVS","IVOIRE AERO","Ivory Coast"
"2960","Ivoire Airways",NULL,"IVW","IVOIRAIRWAYS","Ivory Coast"
"2961","Ivoire Jet Express",NULL,"IJE","IVOIRE JET","Ivory Coast"
"2962","Iwamoto Crane Co Ltd",NULL,"OIC",,"Japan"
"2963","Ixair",NULL,"IXR","X-BIRD","France"
"2964","Izair","H9","IZM","IZMIR","Turkey"
"2965","Izhavia",NULL,"IZA","IZHAVIA","Russia"
"2966","J C Bamford (Excavators)",NULL,"JCB","JAYSEEBEE","United Kingdom"
"2967","J P Hunt Air Carriers",NULL,"RFX","REFLEX","United States"
"2968","J-Air",NULL,"JLJ","J AIR","Japan"
"2969","JAL Express","JC","JEX","JANEX","Japan"
"2970","JALways","JO","JAZ","JALWAYS","Japan"
"2971","JDAviation",NULL,"JDA","JAY DEE","United Kingdom"
"2972","JDP Lux",NULL,"JDP","RED PELICAN","Luxembourg"
"2973","JHM Cargo Expreso",NULL,"JHM",,"Costa Rica"
"2974","JM Family Aviation",NULL,"TQM","TACOMA","United States"
"2975","JMC Airlines",NULL,"JMC","JAYEMMSEE","United Kingdom"
"2976","JSC Transport Automated Information Systems","1M",,,"Russia"
"2977","JS Air",NULL,"JSJ","JS CHARTER","Pakistan"
"2978","JS Aviation",NULL,"JES","JAY-ESS AVIATION","Mexico"
"2979","Jackson Air Services",NULL,"JCK","JACKSON","Canada"
"2980","Jade Cargo International",NULL,"JAE","JADE CARGO","China"
"2981","Jamahiriya Airways",NULL,"JAW","JAW","Libya"
"2982","Jambo Africa Airlines",NULL,"JMB","JAMBOAFRICA","Democratic Republic of Congo"
"2983","Jana-Arka",NULL,"JAK","YANZAR","Kazakhstan"
"2984","Janair",NULL,"JAX","JANAIR","United States"
"2985","Japan Air Commuter",NULL,"JAC","COMMUTER","Japan"
"2986","Japan Aircraft Service",NULL,"JSV",,"Japan"
"2987","Japan Airlines","JL","JAL","JAPANAIR","Japan"
"2988","Japan Airlines Domestic","JL","JAL","J-BIRD","Japan"
"2989","Japan Asia Airways","EG","JAA","ASIA","Japan"
"2990","Japan Transocean Air","NU","JTA","JAI OCEAN","Japan"
"2991","Jat Airways","JU","JAT","JAT","Serbia"
"2992","Jatayu Airlines","VJ","JTY","JATAYU","Indonesia"
"2993","Jazeera Airways","J9","JZR","JAZEERA","Kuwait"
"2994","Jeju Air","7C","JJA","JEJU AIR","Republic of Korea"
"2995","Jenney Beechcraft",NULL,"JNY","JENAIR","United States"
"2996","Jeppesen Data Plan",NULL,"XLD",,"United States"
"2997","Jeppesen UK",NULL,"JPN","JETPLAN","United Kingdom"
"2998","Jet Air",NULL,"JEA","JETA","Poland"
"2999","Jet Air Group",NULL,"JSI","SISTEMA","Russia"
"3000","Jet Airways","9W","JAI","JET AIRWAYS","India"
"3001","Jet Airways","QJ",,,"United States"
"3002","Jet Aspen Air Lines",NULL,"JTX","JET ASPEN","United States"
"3003","Jet Aviation",NULL,"PJS","JETAVIATION","Switzerland"
"3004","Jet Aviation Business Jets",NULL,"BZF","BIZFLEET","United States"
"3005","Jet Center Flight Training",NULL,"JCF","JET CENTER","Spain"
"3006","Jet Charter",NULL,"JCT","JET CHARTER","United States"
"3007","Jetclub","0J",,,"Switzerland"
"3008","Jet Connection",NULL,"JCX","JET CONNECT","Germany"
"3009","Jet Courier Service",NULL,"DWW","DON JUAN","United States"
"3010","Jet East International",NULL,"JED","JET EAST","United States"
"3011","Jet Executive International Charter",NULL,"JEI","JET EXECUTIVE","Germany"
"3012","Jet Fighter Flights",NULL,"RZA","RAZOR","Australia"
"3013","Jet Freighters",NULL,"CFT","CASPER FREIGHT","United States"
"3014","Jet G&D Aviation",NULL,"JGD","JET GEE-AND-DEE","Israel"
"3015","Jet Line International",NULL,"MJL","MOLDJET","Moldova"
"3016","Jet Link",NULL,"JEK","JET OPS","Israel"
"3017","Jet Link Aviation",NULL,"HTL","HEARTLAND","United States"
"3018","Jet Norte",NULL,"JNR","JET NORTE","Mexico"
"3019","Jet Rent",NULL,"JRN","JET RENT","Mexico"
"3020","Jet Service",NULL,"JDI","JEDI","Poland"
"3021","Jetstar Asia Airways","3K","JSA","JETSTAR ASIA","Singapore"
"3022","Jet Stream",NULL,"JSM","JET STREAM","Moldova"
"3023","Jet Trans Aviation",NULL,"JTC","JETRANS","Ghana"
"3024","Jet-2000",NULL,"JTT","MOSCOW JET","Russia"
"3025","Jet-Ops",NULL,"OPS","OPS-JET","United Arab Emirates"
"3026","Jet2.com","LS","EXS","CHANNEX","United Kingdom"
"3027","Jet4You","8J","JFU","ARGAN","Morocco"
"3028","JetAfrica Swaziland",NULL,"OSW","BEVO","Swaziland"
"3029","JetBlue Airways","B6","JBU","JETBLUE","United States"
"3030","JetConnect",NULL,"QNZ","QANTAS JETCONNECT","New Zealand"
"3031","JetMagic",NULL,"JMG","JET MAGIC","Ireland"
"3032","Jetairfly","JF","JAF","BEAUTY","Belgium"
"3033","Jetall Holdings",NULL,"JTL","FIREFLY","Canada"
"3034","Jetalliance",NULL,"JAG","JETALLIANCE","Austria"
"3035","Jetclub","0J","JCS","JETCLUB","Switzerland"
"3036","Jetcorp",NULL,"UEJ","JETCORP","United States"
"3037","Jetcraft Aviation",NULL,"JCC","JETCRAFT","Australia"
"3038","Jetex Aviation",NULL,"JXA",,"Lebanon"
"3039","Jetflite",NULL,"JEF","JETFLITE","Finland"
"3040","Jetfly Airlines",NULL,"JFL","LINEFLYER","Austria"
"3041","Jetgo International",NULL,"JIC","JIC-JET","Thailand"
"3042","Jetlink Express",NULL,"JLX","KEN JET","Kenya"
"3043","Jetlink Holland",NULL,"JLH",,"Netherlands"
"3044","Jetnova de Aviacion Ejecutiva",NULL,"JNV","JETNOVA","Spain"
"3045","Jetpro",NULL,"JPO","JETPRO","Mexico"
"3046","Jetran Air",NULL,"MDJ","JETRAN AIR","Romania"
"3047","Jetrider International",NULL,"JRI","JETRIDER","United Kingdom"
"3048","Jets Ejecutivos",NULL,"JEJ","MEXJETS","Mexico"
"3049","Jets Personales",NULL,"JEP","JET PERSONALES","Spain"
"3050","Jets Y Servicios Ejecutivos",NULL,"JSE","SERVIJETS","Mexico"
"3051","JetsGo","SG","JGO","JETSGO","Canada"
"3052","Jetstar Airways","JQ","JST","JETSTAR","Australia"
"3053","Jetstream Air",NULL,"JSH","STREAM-AIR","Hungary"
"3054","Jetstream Executive Travel",NULL,"JXT","VANNIN","United Kingdom"
"3055","Jett Paqueteria",NULL,"JPQ","JETT PAQUETERIA","Mexico"
"3056","Jett8 Airlines Cargo","JX","JEC",,"Singapore"
"3057","Jettime",NULL,"JTG","JETTIME","Denmark"
"3058","Jettrain Corporation",NULL,"JTN","JETTRAIN","United States"
"3059","Jetways of Iowa",NULL,"JWY","JETWAYS","United States"
"3060","Jetx Airlines","GX","JXX","JETBIRD","Iceland"
"3061","Jibair",NULL,"JIB","JIBAIRLINE","Djibouti"
"3062","Jigsaw Project",NULL,"JSW","JIGSAW","United Kingdom"
"3063","Jim Hankins Air Service",NULL,"HKN","HANKINS","United States"
"3064","Jim Ratliff Air Service",NULL,"RAS","SHANHIL","United States"
"3065","Joanas Avialinijos",NULL,"JDG","LADYBLUE","Lithuania"
"3066","Job Air",NULL,"JBR","JOBAIR","Czech Republic"
"3067","Johnson Air",NULL,"JHN","AIR JOHNSON","United States"
"3068","Johnsons Air",NULL,"JON","JOHNSONSAIR","Ghana"
"3069","Johnston Airways",NULL,"JMJ","JOHNSTON","United States"
"3070","Joint Military Commission",NULL,"JMM","JOICOMAR","Sudan"
"3071","Jomartaxi Aereo",NULL,"JMT","JOMARTAXI","Mexico"
"3072","Jonsson",NULL,"ODI"," H Air Taxi","ODINN"
"3073","Jordan Aviation","R5","JAV","JORDAN AVIATION","Jordan"
"3074","Jordan International Air Cargo",NULL,"JCI",,"Jordan"
"3075","Jorvik",NULL,"JVK","ISLANDIC","Iceland"
"3076","Ju-Air",NULL,"JUR","JUNKERS","Switzerland"
"3077","Juanda Flying School",NULL,"JFS","JAEMCO","Indonesia"
"3078","Juba Cargo Services & Aviation Company",NULL,"JUC","JUBA CARGO","Sudan"
"3079","Jubba Airways",NULL,"JUB","JUBBA","Somali Republic"
"3080","Jubilee Airways",NULL,"DKE","DUKE","United Kingdom"
"3081","Juneyao Airlines","HO","DKH","JUNEYAO AIRLINES","China"
"3082","Justair Scandinavia",NULL,"MEY","MELODY","Sweden"
"3083","Justice Prisoner and Alien Transportation System",NULL,"DOJ","JUSTICE","United States"
"3084","K D Air Corporation",NULL,"KDC","KAY DEE","Canada"
"3085","K S Avia",NULL,"KSA","SKY CAMEL","Latvia"
"3086","K-Mile Air",NULL,"KMI","KAY-MILE AIR","Thailand"
"3087","KD Avia","KD","KNI","KALININGRAD AIR","Russia"
"3088","KLM Cityhopper","WA","KLC","CITY","Netherlands"
"3089","KLM Helicopter",NULL,"KLH","KLM HELI","Netherlands"
"3090","KLM Royal Dutch Airlines","KL","KLM","KLM","Netherlands"
"3091","Kabo Air","N2","QNK","KABO","Nigeria"
"3092","Kahama Mining Corporation",NULL,"KMC","KAHAMA","Tanzania"
"3093","Kaiser Air",NULL,"KAI","KAISER","United States"
"3094","Kalitta Air","K4","CKS","CONNIE","United States"
"3095","Kalitta Charters",NULL,"KFS","KALITTA","United States"
"3096","Kallat El Saker Air Company",NULL,"KES","KALLAT EL SKER","Libya"
"3097","Kam Air","RQ","KMF","KAMGAR","Afghanistan"
"3098","Kampuchea Airlines","E2","KMP","KAMPUCHEA","Cambodia"
"3099","Kanaf-Arkia Airlines",NULL,"KIZ",,"Israel"
"3100","Kanfey Ha'emek Aviation",NULL,"KHE","KANFEY HAEMEK","Israel"
"3101","Kansas State University",NULL,"KSU","K-STATE","United States"
"3102","Karat","V2","AKT","AVIAKARAT","Russia"
"3103","Karibu Airways Company",NULL,"KRB","KARIBU AIR","Tanzania"
"3104","Karlog Air Charter",NULL,"KLG","KARLOG","Denmark"
"3105","Karthago Airlines",NULL,"KAJ","KARTHAGO","Tunisia"
"3106","Kartika Airlines",NULL,"KAE","KARTIKA","Indonesia"
"3107","Kata Transportation",NULL,"KTV","KATAVIA","Sudan"
"3108","Katekavia",NULL,"KTK","KATEKAVIA","Russia"
"3109","Kato Airline",NULL,"KAT","KATO-AIR","Norway"
"3110","Kavminvodyavia","KV","MVD","AIR MINVODY","Russia"
"3111","Kavouras Inc",NULL,"XKA",,"United States"
"3112","Kaz Agros Avia",NULL,"KRN","ANTOL","Kazakhstan"
"3113","Kaz Air West",NULL,"KAW","KAZWEST","Kazakhstan"
"3114","Kazan Aviation Production Association",NULL,"KAO","KAZAVAIA","Russia"
"3115","Kazan Helicopters",NULL,"KPH","KAMA","Russia"
"3116","Kazavia",NULL,"KKA","KAKAIR","Kazakhstan"
"3117","Kazaviaspas",NULL,"KZS","SPAKAZ","Kazakhstan"
"3118","Keenair Charter -",NULL,"JFK","KEENAIR","United Kingdom"
"3119","Kelix Air",NULL,"KLX","KELIX","Nigeria"
"3120","Kelner Airways",NULL,"FKL","KELNER","Canada"
"3121","Kelowna Flightcraft Air Charter",NULL,"KFA","FLIGHTCRAFT","Canada"
"3122","Kendell Airlines",NULL,"KDA","KENDELL","Australia"
"3123","Kenmore Air","M5","KEN","KENMORE","United States"
"3124","Kenn Borek Air",NULL,"KBA","BOREK AIR","Canada"
"3125","Kent Aviation",NULL,"KAH","DEKAIR","Canada"
"3126","Kenya Airways","KQ","KQA","KENYA","Kenya"
"3127","Kevis",NULL,"KVS","KEVIS","Kazakhstan"
"3128","Key Airlines",NULL,"KEY","KEY AIR","United States"
"3129","Key Lime Air",NULL,"LYM","KEY LIME","United States"
"3130","Keystone Aerial Surveys",NULL,"FTP","FOOTPRINT","United States"
"3131","Keystone Air Services","BZ","KEE","KEYSTONE","Canada"
"3132","Khalifa Airways",NULL,"KZW","KHALIFA AIR","Algeria"
"3133","Kharkov Aircraft Manufacturing Company",NULL,"WKH","WEST-KHARKOV","Ukraine"
"3134","Khazar",NULL,"KHR","KHAZAR","Turkmenistan"
"3135","Khoezestan Photros Air Lines",NULL,"KHP","PHOTROS AIR","Iran"
"3136","Khoriv-Avia",NULL,"KRV","KHORIV-AVIA","Ukraine"
"3137","Khors Aircompany",NULL,"KHO","AIRCOMPANY KHORS","Ukraine"
"3138","Khyber Afghan Airlines",NULL,"KHY","KHYBER","Afghanistan"
"3139","Kiev Aviation Plant",NULL,"UAK","AVIATION PLANT","Ukraine"
"3140","King Aviation",NULL,"KNG","KING","United Kingdom"
"3141","Kingfisher Air Services",NULL,"BEZ","SEA BREEZE","United States"
"3142","Kingfisher Airlines","IT","KFR","KINGFISHER","India"
"3143","Knighthawk Air Express",NULL,"KNX","KNIGHT FLIGHT","Canada"
"3144","Kingston Air Services",NULL,"KAS","KINGSTON AIR","Canada"
"3145","Kinnarps",NULL,"KIP","KINNARPS","Sweden"
"3146","Kinshasa Airways",NULL,"KNS","KINSHASA AIRWAYS","Democratic Republic of the Congo"
"3147","Kirov Air Enterprise",NULL,"KTA","VYATKA-AVIA","Russia"
"3148","Kish Air","Y9","IRK","KISHAIR","Iran"
"3149","Kitty Hawk Aircargo",NULL,"KHA","AIR KITTYHAWK","United States"
"3150","Kitty Hawk Airways",NULL,"KHC","CARGO HAWK","United States"
"3151","Kiwi International Air Lines","KP","KIA","KIWI AIR","United States"
"3152","Knight Air",NULL,"KNA","KNIGHTAIR","Canada"
"3153","Knighthawk Express",NULL,"KHX","RIZZ","United States"
"3154","Knights Airlines",NULL,"KGT","KNIGHT-LINER","Nigeria"
"3155","Koanda Avacion",NULL,"KOA","KOANDA","Spain"
"3156","Koda International",NULL,"OYE","KODA AIR","Nigeria"
"3157","Kogalymavia Air Company","7K","KGL","KOGALYM","Russia"
"3158","Kom Activity",NULL,"KOM","COMJET","Netherlands"
"3159","Komiaviatrans State Air Enterprise",NULL,"KMA","KOMI AVIA","Russia"
"3160","Komiinteravia","8J","KMV","KOMIINTER","Russia"
"3161","Komsomolsk-on-Amur Air Enterprise",NULL,"KNM","KNAAPO","Russia"
"3162","Koob-Corp - 96 KFT",NULL,"KOB","AUTOFLEX","Hungary"
"3163","Korean Air","KE","KAL","KOREANAIR","Republic of Korea"
"3164","Kosmas Air",NULL,"KMG","KOSMAS CARGO","Serbia"
"3165","Kosmos",NULL,"KSM","KOSMOS","Russia"
"3166","Kosova Airlines",NULL,"KOS","KOSOVA","Serbia"
"3167","Kovar Air",NULL,"WOK","WOKAIR","Czech Republic"
"3168","Krasnojarsky Airlines","7B","KJC","KRASNOJARSKY AIR","Russia"
"3169","Kremenchuk Flight College",NULL,"KFC","KREMENCHUK","Ukraine"
"3170","Krimaviamontag",NULL,"KRG","AVIAMONTAG","Ukraine"
"3171","Kroonk Air Agency",NULL,"KRO","KROONK","Ukraine"
"3172","Krylo Airlines","K9","KRI","Krylo","Russia"
"3173","Krym",NULL,"KYM","CRIMEA AIR","Ukraine"
"3174","Krystel Air Charter",NULL,"OPC","OPTIC","United Kingdom"
"3175","Kuban Airlines","GW","KIL","AIR KUBAN","Russia"
"3176","Kunpeng Airlines","VD","KPA","KUNPENG","China"
"3177","Kurzemes Avio",NULL,"KZA",,"Russia"
"3178","Kustbevakningen",NULL,"KBV","SWECOAST","Sweden"
"3179","Kuwait Airways","KU","KAC","KUWAITI","Kuwait"
"3180","Kuzu Airlines Cargo","GO","KZU","KUZU CARGO","Turkey"
"3181","Kvadro Aero",NULL,"QVR","PEGASO","Kyrgyzstan"
"3182","Kwena Air",NULL,"KWN","KWENA","South Africa"
"3183","Kyrgyz Airlines","N5","KGZ","BERMET","Kyrgyzstan"
"3184","Kyrgyz Trans Avia",NULL,"KTC","DINARA","Kyrgyzstan"
"3185","Kyrgyzstan","QH","LYN","ALTYN AVIA","Kyrgyzstan"
"3186","Kyrgyzstan Airlines","R8","KGA","KYRGYZ","Kyrgyzstan"
"3187","Kyrgyzstan Department of Aviation",NULL,"DAM","FLIGHT RESCUE","Kyrgyzstan"
"3188","Kyrgz General Aviation",NULL,"KGB","KEMIN","Kyrgyzstan"
"3189","Kibris T","KY","KYV","AIRKIBRIS","Turkey"
"3190","L A Helicopter",NULL,"LAH","STAR SHIP","United States"
"3191","L J Aviation",NULL,"LJY","ELJAY","United States"
"3192","L R Airlines",NULL,"LRB","LADY RACINE","Czech Republic"
"3193","L&L Flygbildteknik",NULL,"PHO","PHOTOFLIGHT","Sweden"
"3194","L'Express",NULL,"LEX","LEX","United States"
"3195","L-3 Communications Flight Internation Aviation",NULL,"FNT","FLIGHT INTERNATIONAL","United States"
"3196","L.A.B. Flying Service","JF","LAB","LAB","United States"
"3197","LACSA","LR","LRC","LACSA","Costa Rica"
"3198","LADE - Lineas Aereas Del Estado",NULL,"LDE","LADE","Argentina"
"3199","LAI - Linea Aerea IAACA","KG","BNX","AIR BARINAS","Venezuela"
"3200","LAN Airlines","LA","LAN","LAN","Chile"
"3201","LAN Argentina","4M","DSM","LAN AR","Argentina"
"3202","LAN Cargo",NULL,"LCO","LAN CARGO","Chile"
"3203","LAN Dominica",NULL,"LNC","LANCANA","Dominican Republic"
"3204","LAN Express","LU","LXP","LANEX","Chile"
"3205","LAN Peru","LP","LPE","LANPERU","Peru"
"3206","LANSA",NULL,"LSA","INTERNACIONAL","Dominican Republic"
"3207","LAP Colombia - Lineas Aereas Petroleras",NULL,"APT"," S.A.","LAP"
"3208","LASTP",NULL,"OTN","LASTP","S"
"3209","LC Busre",NULL,"LCB","BUSRE","Peru"
"3210","LOT Polish Airlines","LO","LOT","POLLOT","Poland"
"3211","LTE International Airways","XO","LTE","FUN JET","Spain"
"3212","LTU Austria","L3","LTO","BILLA TRANSPORT","Austria"
"3213","LTU International","LT","LTU","LTU","Germany"
"3214","LTV Jet Fleet Corporation",NULL,"JFC","JET-FLEET","United States"
"3215","LUKoil-Avia",NULL,"LUK","LUKOIL","Russia"
"3216","La Ronge Aviation Services",NULL,"ASK","AIR SASK","Canada"
"3217","La Valenciana Taxi Aereo",NULL,"LVT","TAXIVALENCIANA","Mexico"
"3218","Labcorp",NULL,"SKQ","SKYLAB","United States"
"3219","Labrador Airways",NULL,"LAL","LAB AIR","Canada"
"3220","Lagun Air","N6","JEV",,"Spain"
"3221","Lake Havasu Air Service",NULL,"HCA","HAVASU","United States"
"3222","Lakeland Aviation",NULL,"LKL","LAKELAND","United States"
"3223","Laker Airways",NULL,"LKR","LAKER","United States"
"3224","Laker Airways (Bahamas)",NULL,"LBH","LAKER BAHAMAS","United States"
"3225","Lamra",NULL,"LMR","LAMAIR","Sudan"
"3226","Lanaes Aereas Trans Costa Rica",NULL,"TCR","TICOS","Costa Rica"
"3227","Landsflug",NULL,"ISL","ISLANDIA","Iceland"
"3228","Langtry Flying Group",NULL,"PAP","PROFLIGHT","United Kingdom"
"3229","Lankair","IK","LKN","Lankair","Sri Lanka"
"3230","Lanza Air",NULL,"LZA","AEROLANZA","Spain"
"3231","Lanzarote Aerocargo",NULL,"LZT","BARAKA","Spain"
"3232","Lao Air Company",NULL,"LLL","LAVIE","Lao Peoples Democratic Republic"
"3233","Lao Airlines","QV","LAO","LAO","Lao Peoples Democratic Republic"
"3234","Lao Capricorn Air",NULL,"LKA","NAKLOA","Lao Peoples Democratic Republic"
"3235","Laoag International Airlines","L7","LPN","LAOAG AIR","Philippines"
"3236","Laredo Air",NULL,"LRD","LAREDO AIR","United States"
"3237","LatCharter",NULL,"LTC","LATCHARTER","Latvia"
"3238","Latvian Air Force",NULL,"LAF","LATVIAN AIRFORCE","Latvia"
"3239","Lauda Air","NG","LDA","LAUDA AIR","Austria"
"3240","Lauda Air Italy",NULL,"LDI","LAUDA ITALY","Italy"
"3241","Laughlin Express",NULL,"LEP","LAUGHLIN EXPRESS","United States"
"3242","Laus",NULL,"LSU","LAUS AIR","Croatia"
"3243","Lawrence Aviation",NULL,"LAR","LAWRENCE","United States"
"3244","Layang-Layang Aerospace",NULL,"LAY","LAYANG","Malaysia"
"3245","Lease-a-Plane International",NULL,"LPL","LEASE-A-PLANE","United States"
"3246","Lebanese Air Transport","LQ","LAQ","LAT","Lebanon"
"3247","Lebanese Air Transport (Charter)",NULL,"LAT","LEBANESE AIR","Lebanon"
"3248","Lebanon Airport Development Corporation",NULL,"LAD","LADCO-AIR","United States"
"3250","Leconte Airlines",NULL,"LCA","LECONTE","United States"
"3251","Leeward Islands Air Transport","LI","LIA","LIAT","Antigua and Barbuda"
"3252","Legend Airlines",NULL,"LGD","LEGENDARY","United States"
"3253","Leisure Air",NULL,"LWD","LEISURE WORLD","United States"
"3254","Lentini Aviation",NULL,"LEN","LENTINI","United States"
"3255","Leo-Air",NULL,"LOR","LEO CHARTER","South Africa"
"3256","Leonsa De Aviacion",NULL,"LEL","LEONAVIA","Spain"
"3257","Libyan Airlines",NULL,"LYW","LIBYAN AIRWAYS","Libya"
"3258","Libyan Arab Airlines","LN","LAA","LIBAIR","Libya"
"3259","Libyan Arab Air Cargo",NULL,"LCR","LIBAC","Libya"
"3260","Lid Air",NULL,"LIQ",,"Sweden"
"3261","Lignes Aeriennes Congolaises",NULL,"LCG","CONGOLAISE","Democratic Republic of the Congo"
"3262","Lignes Aeriennes Du Tchad",NULL,"LKD","LATCHAD","Chad"
"3263","Lignes Mauritaniennes Air Express",NULL,"LME","LIMAIR EXPRESS","Mauritania"
"3264","Lignes Nationales Aeriennes - Linacongo",NULL,"GCB","LINACONGO","Republic of the Congo"
"3265","Lincoln Air National Guard",NULL,"GDQ",,"United States"
"3266","Lincoln Airlines",NULL,"LRT",,"Australia"
"3267","Lindsay Aviation",NULL,"LSY","LINDSAY AIR","United States"
"3268","Linea Aerea Costa Norte",NULL,"NOT","COSTA NORTE","Chile"
"3269","Linea Aerea Mexicana de Carga",NULL,"LMC","LINEAS DECARGA","Mexico"
"3270","Linea Aerea SAPSA","L7","LNP","SAPSA","Chile"
"3271","Linea Aerea de Fumig Aguas Negras",NULL,"NEG","AGUAS NEGRAS","Chile"
"3272","Linea Aerea de Servicio Ejecutivo Regional","8z","LER","LASER","Venezuela"
"3273","Linea De Aeroservicios",NULL,"LSE",,"Chile"
"3274","Linea Turistica Aerotuy","LD","TUY","AEREOTUY","Venezuela"
"3275","Lineas Aereas Alaire S.L.",NULL,"ALR","AEROLAIRE","Spain"
"3276","Lineas Aereas Azteca","ZE","LCD","LINEAS AZTECA","Mexico"
"3277","Lineas Aereas Canedo LAC",NULL,"LCN","CANEDO","Bolivia"
"3278","Lineas Aereas Comerciales",NULL,"LCM","LINEAS COMERCIALES","Mexico"
"3279","Lineas Aereas Ejectuivas De Durango",NULL,"EDD","LINEAS DURANGO","Mexico"
"3280","Lineas Aereas Eldorado",NULL,"EDR","ELDORADRO","Colombia"
"3281","Lineas Aereas Federales",NULL,"FED","FEDERALES","Argentina"
"3282","Lineas Aereas Monarca",NULL,"LMN","LINEAS MONARCA","Mexico"
"3283","Lineas Aereas San Jose",NULL,"LIJ","LINEAS JOSE","Mexico"
"3284","Lineas Aereas del Humaya",NULL,"UMA","HUMAYA","Mexico"
"3285","Linex",NULL,"LEC","LECA","Central African Republic"
"3286","Linhas Aereas Santomenses",NULL,"SMS","SANTOMENSES","S"
"3287","Linhas A","LM","LAM","MOZAMBIQUE","Mozambique"
"3288","Link Airways of Australia",NULL,"LAW",,"Australia"
"3289","Lion Air Services",NULL,"WGT","WORLDGATE","United Kingdom"
"3290","Lion Mentari Airlines","JT","LNI","LION INTER","Indonesia"
"3291","Lions-Air",NULL,"LEU","LIONSAIR","Switzerland"
"3292","Lithuanian Air Force",NULL,"LYF","LITHUANIAN AIRFORCE","Lithuania"
"3293","Little Red Air Service",NULL,"LRA","LITTLE RED","Canada"
"3294","Livingston","LM","LVG","LIVINGSTON","Italy"
"3295","Lloyd Aereo Boliviano","LB","LLB","LLOYDAEREO","Bolivia"
"3296","Lnair Air Services",NULL,"LNA","ELNAIR","Spain"
"3297","Lockheed Air Terminal",NULL,"XLG",,"United States"
"3298","Lockeed Aircraft Corporation",NULL,"LAC","LOCKHEED","United States"
"3299","Lockheed DUATS",NULL,"XDD",,"United States"
"3300","Lockheed Martin Aeronautics",NULL,"CBD","CATBIRD","United States"
"3301","Lockheed Martin Aeronautics Company",NULL,"LNG","LIGHTNING","United States"
"3302","Logan Air",NULL,"LOG","LOGAN","United Kingdom"
"3303","Lom Praha Flying School",NULL,"CLV","AEROTRAINING","Czech Republic"
"3304","Lomas Helicopters",NULL,"LMS","LOMAS","United Kingdom"
"3305","London City Airport Jet Centre",NULL,"LCY","LONDON CITY","United Kingdom"
"3306","London Executive Aviation",NULL,"LNX","LONEX","United Kingdom"
"3307","London Flight Centre (Stansted)",NULL,"LOV","LOVEAIR","United Kingdom"
"3308","London Helicopter Centres",NULL,"LHC","MUSTANG","United Kingdom"
"3309","Lone Star Airlines",NULL,"LSS","LONE STAR","United States"
"3310","Long Island Airlines",NULL,"ORA","LONG ISLAND","United States"
"3311","Longtail Aviation",NULL,"LGT","LONGTAIL","Bermuda"
"3312","Lorraine Aviation",NULL,"LRR","LORRAINE","France"
"3313","Los Cedros Aviacion",NULL,"LSC","CEDROS","Chile"
"3314","Lotus Air",NULL,"TAS","LOTUS FLOWER","Egypt"
"3315","Luchtvaartmaatschappij Twente",NULL,"LTW","TWENTAIR","Netherlands"
"3316","Lucky Air",NULL,"LKE","LUCKY AIR","China"
"3317","Luft Carago",NULL,"LUT","LUGO","South Africa"
"3318","Luftfahrt-Vermietungs-Dienst",NULL,"LVD","AIR SANTE","Austria"
"3319","Luftfahrtgesellschaft Walter","HE","LGW","WALTER","Germany"
"3320","Lufthansa","LH","DLH","LUFTHANSA","Germany"
"3321","Lufthansa Cargo","LH","GEC","LUFTHANSA CARGO","Germany"
"3322","Lufthansa CityLine","CL","CLH","HANSALINE","Germany"
"3323","Lufthansa Systems","L1",,,"Germany"
"3324","Lufthansa Technik",NULL,"LHT","LUFTHANSA TECHNIK","Germany"
"3325","Lufttaxi Fluggesellschaft","DV","LTF","Garfield","Germany"
"3326","Lufttransport","L5","LTR","LUFT TRANSPORT","Norway"
"3327","Luhansk",NULL,"LHS","ENTERPRISE LUHANSK","Ukraine"
"3328","Lund University School of Aviation",NULL,"UNY","UNIVERSITY","Sweden"
"3329","Luxair","LG","LGL","LUXAIR","Luxembourg"
"3330","Luxaviation",NULL,"LXA","RED LION","Luxembourg"
"3331","Luxembourg Air Rescue",NULL,"LUV","LUX RESCUE","Luxembourg"
"3332","Luxflight Executive",NULL,"LFE","LUX EXPRESS","Luxembourg"
"3333","Luxor Air",NULL,"LXO",,"Egypt"
"3334","Luzair",NULL,"LUZ","LISBON JET","Portugal"
"3335","Lviv Airlines","5V","UKW","UKRAINE WEST","Ukraine"
"3336","Lydd Air",NULL,"LYD","LYDDAIR","United Kingdom"
"3337","Lynch Flying Service",NULL,"LCH","LYNCH AIR","United States"
"3338","Lynden Air Cargo","L2","LYC","LYNDEN","United States"
"3339","Lynx Air International",NULL,"LXF","LYNX FLIGHT","United States"
"3340","Lynx Aviation",NULL,"LYX","LYNX AIR","Pakistan"
"3342","L","MJ","LPR","LAPA","Argentina"
"3343","L",NULL,"LAU","SURAMERICANO","Colombia"
"3344","M & N Aviation",NULL,"JNH","JONAH","United States"
"3345","MAC Fotografica",NULL,"MCF","MAC FOTO","Spain"
"3346","MANAG'AIR",NULL,"MRG","MANAG'AIR","France"
"3347","MAP-Management and Planung",NULL,"MPJ","MAPJET","Austria"
